Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition,Timestamp,Price Category,Latitude,Longitude
12-04-2021,12-04-2021,1:15 PM ‐ 3:45 PM,Petty Theft Micro Mobility Device,Central Campus Trolley Station,2021‐1374,"Electric scooter, loss $600.00",Report Taken,2021-12-04 15:45:00,Expensive,,
12-06-2021,12-05-2021,7:05 PM ‐ 7:20 PM,Petty Theft Of Micro Mobility Device,Scholars Dr North,2021‐1390,"Stolen electric scooter, loss $350.00",Report Taken,2021-12-05 19:20:00,Medium,32.8842874,-117.2424066
12-07-2021,12-07-2021,2:40 AM ‐ 3:30 AM,Petty Theft Of Micro Mobility Theft,Seventh College West,2021‐1397,"Stolen electric scooter, loss $400.00",Report Taken,2021-12-07 03:30:00,Medium,32.8880662,-117.2425365
12-09-2021,12-09-2021,8:00 AM ‐ 11:30 AM,Petty Theft of Micro Mobility Device,Warren Lecture Hall,2021‐1422,"Stolen electric bicycle, loss $900.00",Report Taken,2021-12-09 11:30:00,Expensive,32.8805918,-117.2344208
12-09-2021,12-09-2021,6:30 PM ‐ 9:00 PM,Petty Theft of Micro mobility Device,RIMAC,2021‐1425,"Stolen electric scooter, loss $800.00",Report Taken,2021-12-09 21:00:00,Expensive,32.8851041,-117.2404977
12-10-2021,12/9/2021 ‐12/10/2021,7:00 PM ‐ 12:30 PM,Petty Theft Micro Mobility Device,Seventh College East #1,2021‐1429,"Electric bicycle, loss $765.00",Report Taken,2021-12-10 19:00:00,Expensive,32.8886055,-117.2422681
12-10-2021,12-10-2021,8:15 PM,Petty Theft Micro Mobility Device,Tenaya Hall Residence,T21000215,"Electric scooter, loss $948.00",Online Report,2021-12-10 20:15:00,Expensive,32.8794203,-117.2428555
12-12-2021,12-12-2021,9:00 PM,Petty Theft,Tapestry,2112120058,Subject taking bicycle part,Unable to Locate,2021-12-12 21:00:00,Medium,,
12/18/2021,12/18/2021,10:25 pm ‐ 10:45 pm,Attempt Petty Theft ‐ Bicycle,Seventh College West #2,2021‐1486,Reporting party observed unknown male cutting bike lock,Cleared By Adult Arrest ‐ Citation Issued,2021-12-18 22:45:00,Low,,
12/19/2021,12/19/2021,12:07 AM,Petty Theft ‐ Bicycle,Seventh College West #2,2021‐1487,"Suspect arrested, after officers received report of possible bike theft in progress, loss/recovery $400.00",Closed By Adult Arrest,2021-12-19 00:07:00,Medium,,
12/22/2021,12/22/2021,9:25 PM,Petty Theft ‐ Bicycle,One Miramar St,T21000227,"Unknown suspect(s) entered locked bike room, stole victim's bicycle seat, no signs of forced entry, Loss $100.00",Online Report,2021-12-22 21:25:00,Medium,32.8737372,-117.2268607
12/28/2021,12/19/2021 ‐ 12/28/2021,12:01 AM ‐ 5:17 PM,Petty Theft Of Micro Mobility Device,Mesa Nueva ‐ Cresta,2021‐1521,"Unknown suspect(s) used unknown tool to cut through bike locks and stole two e‐bikes, loss $660.00",Report Taken,2021-12-28 17:17:00,Expensive,32.875004,-117.2229999
01-01-2022,12/12/2021 ‐ 12/31/2021,12:00 PM ‐ 6:00 AM,Petty Theft,Scholars Dr North,2022‐0001,"Unknown suspect(s) stole bicycle accessory bag, loss $50.00",Disposition Report Taken,2021-12-31 12:00:00,Low,32.8842874,-117.2424066
01-05-2022,1/4/2022 ‐ 1/5/2022,10:30 pm ‐ 8:00 pm,Petty Theft Micro Mobility Device,Challenger Hall,2022‐0033,"Electric scooter, Loss $650.00",Report Taken,2022-01-05 22:30:00,Expensive,32.8741459,-117.2423273
01-06-2022,01-05-2022,8:00 am ‐ 11:30 am,Grand Theft Micro Mobility Device,One Miramar St Bldg 3,2022‐0036,"Electric Bicycle, Loss $1,500.00",Report Taken,2022-01-05 11:30:00,Medium,32.8737372,-117.2268607
01-10-2022,1/6/2022 ‐ 1/8/2022,12:00 AM ‐ 10:00 PM,Grand Theft: Micro Mobility Device,Seventh College West,2022‐0050,"Electric bicycle stolen from bike rack, loss $2,200, damage $141.00",Report Taken,2022-01-08 22:00:00,Medium,32.8880662,-117.2425365
1/13/2022,1/13/2022,1:05 PM,Petty Theft ‐ Bicycle,Price Center,2022‐0069,"Subject stole reporting party's bicycle that was later recovered, consumable goods were missing, loss $8.00",Report Taken,2022-01-13 13:05:00,Low,32.8797205,-117.2361952
1/16/2022,1/16/2022,5:30 PM ‐ 10:00 PM,Petty Theft of Micro Mobility Device,Marshall Lowers,2022‐0085,"Electric Scooter stolen from bike rack, loss $625.00",Report Taken,2022-01-16 22:00:00,Expensive,32.8826158,-117.239135
1/18/2022,1/18/2022,10:00 AM ‐ 12:45 PM,Petty Theft ‐ Micro Mobility Device,Structural And Material Engineering Bldg,2022‐0095,"Electric Scooter, Loss $830.00",Report Taken,2022-01-18 12:45:00,Expensive,32.8800218,-117.2329402
1/18/2022,1/16/2022 ‐ 1/18/2022,6:00 PM ‐ 11:00 PM,Grand Theft ‐ Bicycle,Thurgood Marshall Res Hall,2022‐0098,"Electric bicycle, loss $1,394.00",Online Report,2022-01-18 23:00:00,Medium,,
1/20/2022,1/19/2022 ‐ 1/20/2022,8:00 PM ‐ 8:40 AM,Petty Theft Micro Mobility Device,Asante Hall Bike Rack,2022‐0109,"Electric scooter, Loss $400.00",Report Taken,2022-01-20 20:00:00,Medium,32.8799072,-117.2391616
1/20/2022,1/18/2022 ‐ 1/20/2022,2:00 pm ‐ 4:30 pm,Petty Theft ‐ Micro Mobility Device,Canyon Vista Admin,2022‐0110,"Electric scooter, Loss $400.00, damaged lock $15.00",Report Taken,2022-01-20 16:30:00,Medium,32.8838146,-117.2334419
1/21/2022,1/20/2021 ‐ 1/21/2022,12:00 AM ‐ 5:10 PM,Petty Theft ‐ Micro Mobility Device,Gilman Dr,2022‐0124,"Electric scooter, loss $280.00",Online Report,2022-01-21 17:10:00,Medium,32.8648237,-117.2364128
1/21/2022,1/21/2022,5:40 PM ‐ 9:00 PM,Petty Theft ‐ Micro Mobility Device,UCSD Central Campus Trolley Station,2021‐0129,"Electric scooter, loss $549.00",Online Report,2022-01-21 21:00:00,Expensive,32.878353,-117.231842
1/22/2022,1/13/2022 ‐ 1/14/2022,12:00 pm ‐ 4:00 pm,Petty Theft ‐ Micro Mobility Device,Sanford Consortium Parking Lot,2022‐0132,"Electric bicycle, Loss $730.00",Online Report,2022-01-14 16:00:00,Expensive,32.889588,-117.2440291
1/22/2022,1/22/2022,3:00 pm ‐ 5:39 pm,Petty Theft ‐ Micro Mobility Device,Geisel Library Bike Rack,2022‐0127,"Electric scooter, Loss $400.00",Report Taken,2022-01-22 17:39:00,Medium,32.881092,-117.2375659
1/27/2022,1/27/2022,8:00 PM,Burglary / Petty Theft of Micro Mobility Device,Marshall Lower Apartments,2022‐0166,"Unknown subject entered unlock entrance and stole multiple items including an electric scooter, Loss $2,291.00",Report Taken,2022-01-27 20:00:00,Medium,32.8826158,-117.239135
1/31/2022,1/30/2022,11:30 am ‐ 4:00 pm,Petty Theft ‐ Micro Mobility Device,Geisel Library,T22000050,"Electric scooter, Loss $708.00",Online Report,2022-01-30 16:00:00,Expensive,32.881092,-117.2375659
1/31/2022,1/31/2022,7:25 PM,Grand Theft Micro Mobility Device,Eleanor Roosevelt College,2022‐0188,"Electric bicycle, Loss $1,500.00",Online Report,2022-01-31 19:25:00,Medium,32.8861013,-117.2422898
10-01-2022,10-01-2022,8:26 AM,Grand Theft/ Vandalism,Thornton Pavilion,2022‐1665,"Secured bicycle stolen, loss $1,520.00",Report Taken,2022-10-01 08:26:00,Medium,32.874452,-117.2220005
10-01-2022,10-01-2022,3:15 PM ‐ 5:30 PM,Petty Theft of Micro Mobility Device,Price Center,2022‐1669,"Stolen electric scooter, loss $700.00",Report Taken,2022-10-01 17:30:00,Expensive,32.8797205,-117.2361952
10-02-2022,10-02-2022,6:40 AM,Petty Theft ‐ Bicycle,Sixth College Lobby ‐ Bike Racks,2022‐1724,"Secured bicycle stolen, loss $140.00",Online Report,2022-10-02 06:40:00,Medium,32.8807011,-117.2420455
10-02-2022,10-02-2022,10:00 am ‐ 7:20 pm,Petty Theft ‐ Micro Mobility Device,Price Center West,2022‐1680,"Electric scooter, loss $360.00",Report Taken,2022-10-02 19:20:00,Medium,32.8794123,-117.2368497
10-03-2022,10-03-2022,5:24 AM,Petty Theft,Campus Services Complex A,2022‐1685,Male seen stealing an electric scooter,Disposition Stay Away Order Issued,2022-10-03 05:24:00,Medium,32.8822204,-117.2295347
10-03-2022,9/26/2022 ‐ 10/3/2022,4:30 PM ‐ 8:00 AM,Petty Theft ‐ Bicycle,Nuevo East,2022‐1687,"Secured bicycle stolen, loss $300.00",Report Taken,2022-10-03 16:30:00,Medium,32.8746042,-117.2186842
10-03-2022,10-03-2022,7:45 AM,Petty Theft,Lebon Dr,T22000274,"Stolen scooter, loss $268.00",Online Report,2022-10-03 07:45:00,Medium,32.8678861,-117.2247509
10-04-2022,10-04-2022,9:24 AM,Report Of Petty Theft,Earth Hall South,2210040029,Caller requesting to speak with someone regarding possible scooter theft,Service Provided,2022-10-04 09:24:00,Medium,32.8850022,-117.2428255
10-04-2022,10/3/2022 ‐ 10/4/2022,6:30 pm ‐ 7:45 am,Petty Theft ‐ Micro Mobility Device,Railing Between Pangea Parking Structure / Earth Hall South,2022‐1696,"Electric scooter, loss $600.00",Report Taken,2022-10-04 18:30:00,Expensive,32.8842556,-117.2431062
10-05-2022,10-05-2022,9:30 am ‐ 5:00 pm,Petty Theft ‐ Micro Mobility Device,Medical Teaching Facility,T22000279,"Electric scooter, loss $350.00",Online Report,2022-10-05 17:00:00,Medium,32.8756041,-117.2355062
10-06-2022,10-06-2022,11:00 am ‐ 12:45 pm,Petty Theft ‐ Micro Mobility Device,Conrad Presbys West ‐ Bike Racks,2022‐1714,"Electric scooter, loss $600.00",Report Taken,2022-10-06 12:45:00,Expensive,,
10-06-2022,10-06-2022,11:00 am ‐ 12:50 pm,Petty Theft ‐ Micro Mobility Device,Central Hall North Bike Racks,2022‐1716,"Electric scooter, loss $570.00",Report Taken,2022-10-06 12:50:00,Expensive,32.8778021,-117.2372517
10-07-2022,10-06-2022,11:30 AM ‐ 12:30 PM,Grand Theft,Franklin Antonio Hall,2022‐1736,"Stolen secured electric bicycle, loss $3,000.00",Report Taken,2022-10-06 12:30:00,Medium,32.8835013,-117.2349145
10-07-2022,10/6/2022 ‐ 10/7/2022,5:00 PM ‐ 3:30 PM,Petty Theft,Tenaya Hall,2022‐1740,"Stolen secured electric scooter, loss $400.00",Report Taken,2022-10-07 17:00:00,Medium,32.8794203,-117.2428555
10-09-2022,10/8/2022 ‐ 10/9/2022,5:30 PM ‐ 12:20 PM,Grand Theft,Blake Hall,2022‐1746,"Secured electric bicycle stolen, loss $1,000.00",Report Taken,2022-10-09 17:30:00,Medium,32.8749765,-117.2417333
10-09-2022,10-09-2022,3:00 PM ‐ 4:00 PM,Petty Theft ‐ Bicycle,Trolley ‐ Central Campus Stop,2022‐1750,"Secured bicycle stolen, loss $500.00",Report Taken,2022-10-09 16:00:00,Medium,,
10-10-2022,10/9/2022 ‐ 10/10/2022,9:00 AM ‐ 8:45 AM,Grand Theft of Micro Mobility Device,Scholars Dr North,2022‐1756,"Stolen secured electric bicycle, loss $1,500.00",Report Taken,2022-10-10 09:00:00,Medium,32.8842874,-117.2424066
10-10-2022,10/7/2022 ‐ 10/9/2022,11:00 PM ‐ 9:00 AM,Petty Theft ‐ Bicycle,Scholars Dr North,2022‐1757,"Secured bicycle stolen, loss $700.00",Online Report,2022-10-09 23:00:00,Expensive,32.8842874,-117.2424066
10-10-2022,10-10-2022,10:25 AM,Petty Theft ‐ Bicycle,Mesa Nueva,2022‐1758,"Secured bicycle stolen, loss $700.00",Online Report,2022-10-10 10:25:00,Expensive,32.8756502,-117.2224578
10-10-2022,10-10-2022,9:00 AM ‐ 11:10 AM,Petty Theft ‐ Bicycle,Foodworx Dining Room,2022‐1761,"Secured bicycle stolen, loss $300.00",Online Report,2022-10-10 11:10:00,Medium,32.878797,-117.230439
10-10-2022,10-10-2022,3:00 PM ‐ 3:50 PM,Petty Theft,Price Center West,2022‐1764,"Stolen unattended skateboard, loss $165.00",Report Taken,2022-10-10 15:50:00,Medium,32.8794123,-117.2368497
10-11-2022,10-11-2022,12:07 PM,Petty Theft,Trolley ‐ Central Campus Stop,2210110054,Bike caser trying to cut lock on electric scooter,Gone On Arrival,2022-10-11 12:07:00,Medium,,
10-11-2022,10-11-2022,2:14 PM,Petty Theft ‐ Bicycle,Center Hall,2022‐1774,"Secured bicycle stolen, lost $350.00",Report Taken,2022-10-11 14:14:00,Medium,32.8775468,-117.2374084
10-10-2022,10/10/2022 ‐ 10/11/2022,11:00 AM ‐ 2:00 PM,Petty Theft ‐ Bicycle,Tenaya Hall,2022‐1779,"Stolen secured bicycle, loss $301.00",Online Report,2022-10-11 14:00:00,Medium,32.8794203,-117.2428555
10-11-2022,10-03-2022,9:45 AM ‐ 2:00 PM,Petty Theft ‐ Bicycle,Stein Clinical Research Bldg.,2022‐1780,"Secured stolen bicycle, loss $801.00",Online Report,2022-10-03 14:00:00,Expensive,32.8968497,-117.2424287
10-12-2022,10-12-2022,11:30 AM,Grand Theft,Tioga Hall,202‐1785,"Secured electric bicycle stolen, loss $1,500.00",Report Taken,2022-10-12 11:30:00,Medium,32.8790439,-117.2433669
10/13/2022,10/12/2022 ‐ 10/13/2022,6:00 PM ‐ 2:00 PM,Petty Theft of Micro Mobility Device,Seventh College,2022‐1792,"Secured electric scooter stolen, loss $750.00",Report Taken,2022-10-13 18:00:00,Expensive,32.8879708,-117.2421264
10/13/2022,10/13/2022,2:00 PM ‐ 5:00 PM,Grand Theft of Micro Mobility Device,Seventh College,2022‐1794,"Secured electric bicycle stolen, loss $1,200.00",Report Taken,2022-10-13 17:00:00,Medium,32.8879708,-117.2421264
10/13/2022,10/13/2022,9:00 PM ‐ 11:10 PM,Petty Theft,Library Walk,2022‐1796,"Secured bicycle stolen, loss $300.00",Report Taken,2022-10-13 23:10:00,Medium,32.8787741,-117.2375612
10/13/2022,10/11/2022 ‐ 10/13/2022,6:00 PM ‐ 9:00 AM,Petty Theft ‐ Bicycle,Gilman Dr,T22000297,"Secured bicycle stolen, loss $300.00",Online Report,2022-10-13 18:00:00,Medium,32.8648237,-117.2364128
10/15/2022,10/14/2022,7:30 AM ‐ 3:30 PM,Grand Theft of Micro Mobility Device,Scholars Dr South,2022‐1817,"Secured electric bicycle stolen, loss $950.00",Online Report,2022-10-14 15:30:00,Expensive,32.8842874,-117.2424066
10/15/2022,10/15/2022,9:05 PM,Grand Theft of Micro Mobility Device,UCSD Central Campus Bus,2022‐1818,"Secured electric bicycle stolen, loss $400.00",Report Taken,2022-10-15 21:05:00,Medium,32.878353,-117.231842
10/17/2022,10/15/2022,11:43 am ‐ 12:30 pm,Petty Theft ‐ Micro Mobility Device,Main Gym,2022‐1823,"Electric bicycle, loss $899.00",Report Taken,2022-10-15 12:30:00,Expensive,,
10/17/2022,10/17/2022,2:00 pm ‐ 3:00 pm,Petty Theft ‐ Micro Mobility Device,Gilman Parking Structure,2022‐1827,"Electronic scooter, Loss $600.00",Report Taken,2022-10-17 15:00:00,Expensive,32.8773774,-117.2338526
10/17/2022,10/17/2022,1:00 pm ‐ 6:35 pm,Petty Theft ‐ Micro Mobility Device,Design & Innovation Bldg ‐ Bike Racks,T22000300,"Electric scooter, $850.00",Online Report,2022-10-17 18:35:00,Expensive,,
10/18/2022,10/17/2022,10:30 PM,Petty Theft ‐ Micro Mobility Device,RIMAC,T22000302,"Electric scooter, loss $689.00",Online Report,2022-10-17 22:30:00,Expensive,32.8851041,-117.2404977
10/18/2022,10/18/2022,8:00 am ‐ 9:20 am,Petty Theft ‐ Micro Mobility Device,Center Hall,T22000304,"Electric scooter, Loss $387.87",Online Report,2022-10-18 09:20:00,Medium,32.8775468,-117.2374084
10/20/2022,10/19/2022,6:30 pm ‐ 8:10 pm,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,2022‐1857,"Electric scooter, loss $599.99",Online Report,2022-10-19 20:10:00,Expensive,,
10/23/2022,10/22/2022 ‐ 10/23/2022,10:15 PM ‐ 7:00 AM,Petty Theft of Motor Vehicle Theft,Seventh College East,2022‐1876,"Secured electric scooter stolen, loss $600.00",Report Taken,2022-10-23 22:15:00,Expensive,32.8886055,-117.2422681
10/24/2022,10/24/2022,1:56 PM,Grand Theft of Micro Mobility Device,Nuevo East ‐ Tierra,2022‐1879,"Secured electric bicycle stolen, loss $1,600.00",Report Taken,2022-10-24 13:56:00,Medium,32.8748,-117.22121
10/24/2022,10/24/2022,11:00 AM ‐ 3:00 PM,Petty Theft of Micro Mobility Report,Ladden Hall,2022‐1881,"Secured electric scooter stolen, loss $500.00",Report Taken,2022-10-24 15:00:00,Medium,,
10/24/2022,10/24/2022,3:11 PM,Petty Theft,Osler Ln,2022‐1882,"Secured bicycle stolen, loss $250.00",Report Taken,2022-10-24 15:11:00,Medium,,
10/24/2022,10/24/2022,9:15 PM,Petty Theft ‐ Bicycle,Price Center,2022‐1886,"Unsecured bicycle stolen, loss $500.00",Report Taken,2022-10-24 21:15:00,Medium,32.8797205,-117.2361952
10/25/2022,10/25/2022,1:30 AM ‐ 2:30 AM,Petty Theft ‐ Bicycle,Russell Lane,2022‐1893,"Secured bicycle stolen, loss $90.00",Online Report,2022-10-25 02:30:00,Low,32.8784479,-117.2343121
10/25/2022,10/24/2022 ‐ 10/25/2022,7:00 PM ‐ 10:45 AM,Petty Theft of Micro Mobility Device,Mesa Nueva ‐ Artesa,2022‐1889,"Electric bicycle stolen, loss $500.00",Service Provided,2022-10-25 19:00:00,Medium,32.87478000000001,-117.22222
10/25/2022,10/25/2022,1:32 PM,Grand Theft ‐ Bicycle,Blacks Beach,2022‐1890,"Stolen bicycle, loss $1,000.00",Report Taken,2022-10-25 13:32:00,Medium,32.8906575,-117.2534656
10/26/2022,10/26/2022,8:30 AM ‐ 9:30 AM,Petty Theft of Micro Mobility Device,Café Ventanas,2022‐1900,"Unsecured electric scooter stolen, loss $300.00",Report Taken,2022-10-26 09:30:00,Medium,32.8860312,-117.242574
10/26/2022,10/25/2022 ‐ 10/26/2022,5:00 PM ‐ 9:00 AM,Grand Theft ‐ Bicycle,Mesa Nueva,2022‐1902,"Secured bicycle stolen, loss $1,500.00",Report Taken,2022-10-26 17:00:00,Medium,32.8756502,-117.2224578
10/26/2022,10/24/2022 ‐ 10/26/2022,11:50 AM ‐ 12:00 PM,Petty Theft ‐ Bicycle,Conrad Prebys Music Center,2022‐1909,"Stolen bicycle, loss $500.00",Online Report,2022-10-26 12:00:00,Medium,32.8778953,-117.2347713
10/26/2022,10/26/2022,3:45 AM ‐ 6:20 AM,Petty Theft ‐ Bicycle,Regents Rd,2022‐1908,"Secured bicycle stolen, loss $300.00",Online Report,2022-10-26 06:20:00,Medium,32.8552295,-117.2176209
10/26/2022,10/26/2022,9:59 PM,Petty Theft of Micro Mobility Device,Price Center,2022‐1907,"Unsecured electric scooter stolen, loss $790.00",Report Taken,2022-10-26 21:59:00,Expensive,32.8797205,-117.2361952
10/27/2022,10/26/2022 ‐ 10/27/2022,8:00 PM ‐ 5:00 AM,Petty Theft ‐ Bicycle,Coast Apartments,2022‐1920,"Secured bicycle stolen, loss $150.00",Online Report,2022-10-27 20:00:00,Medium,32.8697562,-117.2474028
10/27/2022,10/27/2022,2:00 PM ‐ 4:45 PM,Petty Theft,Biomedical Sciences Wy,2022‐1915,"Secured bicycle stolen, loss $442.00",Report Taken,2022-10-27 16:45:00,Medium,32.8747731,-117.2366032
10/27/2022,10/24/2022,6:00 PM ‐ 10:00 PM,Petty Theft ‐ Bicycle,Matthews Apartments,2022‐1916,"Secured bicycle stolen, loss $400.00",Information Only,2022-10-24 22:00:00,Medium,32.878646,-117.2310505
10/27/2022,10/27/2022,7:07 PM,Petty Theft,Nordstrom Rack,2210270065,Stolen electric scooter,Referred to Other Agency ‐ San Diego Police Department,2022-10-27 19:07:00,Medium,,
10/27/2022,10/27/2022,9:16 PM,Grand Theft of Micro Mobility Device,Student Services Center,2022‐1918,"Secured electric bicycle stolen, loss $1,300.00",Report Taken,2022-10-27 21:16:00,Medium,32.8785203,-117.235886
10/28/2022,10/27/2022 ‐ 10/28/2022,6:00 pm ‐ 8:00 am,Petty Theft ‐ Micro Mobility Device,La Jolla Del Sol,2022‐1959,"Electric Bike, Loss $850.00",Report Taken,2022-10-28 18:00:00,Expensive,32.8655512,-117.2230338
10/29/2022,10/29/2022,7:53 PM,Petty Theft,La Jolla Village Dr Shopping Center,2210290062,Stolen scooter,Referred to Other Agency ‐ San Diego Police Department,2022-10-29 19:53:00,Medium,32.8704254,-117.2218461
10/31/2022,10/28/2022 ‐ 10/30/2022,3:00 pm ‐ 10:00 am,Petty Theft ‐ Bicycle,One Miramar St Bldg 3,2022‐1977,"Secured bicycle stolen, loss $900.00",Report Taken,2022-10-30 15:00:00,Expensive,32.8737372,-117.2268607
10/31/2022,10/29/2022 ‐ 10/31/2022,12:15 pm ‐ 12:15 pm,Petty Theft ‐ Bicycle,Lion tree Arena,2022‐1979,"Secured bicycle stolen, loss $100.00",Online Report,2022-10-31 12:15:00,Medium,32.8852786,-117.2391227
11-01-2022,11-01-2022,9:00 am ‐ 1:00 pm,Grand Theft ‐ Micro Mobility Device,Charles David Keeling Apts,2022‐1990,"Electric bike, loss $1,000.00",Report Taken,2022-11-01 13:00:00,Medium,,
11-01-2022,11-01-2022,6:50 PM,Petty Theft ‐ Micro Mobility Device,Canyon Vista Admin & Dining Facility,22110100563,"Electric scooter, loss $699.00",Report Taken,2022-11-01 18:50:00,Expensive,32.8838146,-117.2334419
11-01-2022,11-01-2022,6:59 PM,Grand Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,2022‐1992,"Electric bike, loss $1,200.00",Report Taken,2022-11-01 18:59:00,Medium,,
11-01-2022,11-01-2022,9:29 PM,Petty Theft,Geisel Library,2211010061,Reporting party observed unknown male steal bike from bike rack,Gone On Arrival,2022-11-01 21:29:00,Low,32.881092,-117.2375659
11-01-2022,11-01-2022,10:03 PM,Grand Theft ‐ Micro Mobility Device,Bistro at The Village East,2022‐1995,"Electric bike, loss $1,000.00",Report Taken,2022-11-01 22:03:00,Medium,,
11-02-2022,11-02-2022,7:45 am ‐ 7:55 am,Petty Theft ‐ Micro Mobility Device,Beagle Hall,2022‐2000,"Unsecured electric scooter from outside victim's dorm, loss $855.75",Online Report,2022-11-02 07:55:00,Expensive,32.874122,-117.2426029
11-03-2022,11-02-2022,5:00 pm ‐ 7:00 pm,Petty Theft ‐ Micro Mobility Device,Mesa Verde Hall,T22000324,"Electric scooter, loss $425.00",Online Report,2022-11-02 19:00:00,Medium,32.8860192,-117.2414146
11-03-2022,11-03-2022,7:55 AM,Petty Theft ‐ Micro Mobility Device,Computer Engineering Bldg,T22000325,"Electric scooter, loss $400.00",Online Report,2022-11-03 07:55:00,Medium,,
