Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition
10/3/2022,10/3/2022,7:45 AM,Petty Theft,Lebon Dr,T22000274,"Stolen scooter, loss $268.00",Online Report
10/4/2022,10/4/2022,9:24 AM,Report Of Petty Theft,Earth Hall South,2210040029,Caller requesting to speak with someone regarding possible scooter theft,Service Provided
10/4/2022,10/3/2022 ‐ 10/4/2022,6:30 pm ‐ 7:45 am,Petty Theft ‐ Micro Mobility Device,Railing Between Pangea Parking Structure / Earth Hall South,2022‐1696,"Electric scooter, loss $600.00",Report Taken
10/5/2022,10/5/2022,9:30 am ‐ 5:00 pm,Petty Theft ‐ Micro Mobility Device,Medical Teaching Facility,T22000279,"Electric scooter, loss $350.00",Online Report
10/6/2022,10/6/2022,11:00 am ‐ 12:45 pm,Petty Theft ‐ Micro Mobility Device,Conrad Presbys West ‐ Bike Racks,2022‐1714,"Electric scooter, loss $600.00",Report Taken
10/6/2022,10/6/2022,11:00 am ‐ 12:50 pm,Petty Theft ‐ Micro Mobility Device,Central Hall North Bike Racks,2022‐1716,"Electric scooter, loss $570.00",Report Taken
10/7/2022,10/6/2022,11:30 AM ‐ 12:30 PM,Grand Theft,Franklin Antonio Hall,2022‐1736,"Stolen secured electric bicycle, loss $3,000.00",Report Taken
10/7/2022,10/6/2022 ‐ 10/7/2022,5:00 PM ‐ 3:30 PM,Petty Theft,Tenaya Hall,2022‐1740,"Stolen secured electric scooter, loss $400.00",Report Taken
10/9/2022,10/8/2022 ‐ 10/9/2022,5:30 PM ‐ 12:20 PM,Grand Theft,Blake Hall,2022‐1746,"Secured electric bicycle stolen, loss $1,000.00",Report Taken
10/9/2022,10/9/2022,3:00 PM ‐ 4:00 PM,Petty Theft ‐ Bicycle,Trolley ‐ Central Campus Stop,2022‐1750,"Secured bicycle stolen, loss $500.00",Report Taken
10/10/2022,10/9/2022 ‐ 10/10/2022,9:00 AM ‐ 8:45 AM,Grand Theft of Micro Mobility Device,Scholars Dr North,2022‐1756,"Stolen secured electric bicycle, loss $1,500.00",Report Taken
10/10/2022,10/7/2022 ‐ 10/9/2022,11:00 PM ‐ 9:00 AM,Petty Theft ‐ Bicycle,Scholars Dr North,2022‐1757,"Secured bicycle stolen, loss $700.00",Online Report
10/10/2022,10/10/2022,10:25 AM,Petty Theft ‐ Bicycle,Mesa Nueva,2022‐1758,"Secured bicycle stolen, loss $700.00",Online Report
10/10/2022,10/10/2022,9:00 AM ‐ 11:10 AM,Petty Theft ‐ Bicycle,Foodworx Dining Room,2022‐1761,"Secured bicycle stolen, loss $300.00",Online Report
10/10/2022,10/10/2022,3:00 PM ‐ 3:50 PM,Petty Theft,Price Center West,2022‐1764,"Stolen unattended skateboard, loss $165.00",Report Taken
10/11/2022,10/11/2022,12:07 PM,Petty Theft,Trolley ‐ Central Campus Stop,2210110054,Bike caser trying to cut lock on electric scooter,Gone On Arrival
10/11/2022,10/11/2022,2:14 PM,Petty Theft ‐ Bicycle,Center Hall,2022‐1774,"Secured bicycle stolen, lost $350.00",Report Taken
10/10/2022,10/10/2022 ‐ 10/11/2022,11:00 AM ‐ 2:00 PM,Petty Theft ‐ Bicycle,Tenaya Hall,2022‐1779,"Stolen secured bicycle, loss $301.00",Online Report
10/11/2022,10/3/2022,9:45 AM ‐ 2:00 PM,Petty Theft ‐ Bicycle,Stein Clinical Research Bldg.,2022‐1780,"Secured stolen bicycle, loss $801.00",Online Report
10/12/2022,10/12/2022,11:30 AM,Grand Theft,Tioga Hall,202‐1785,"Secured electric bicycle stolen, loss $1,500.00",Report Taken
10/13/2022,10/12/2022 ‐ 10/13/2022,6:00 PM ‐ 2:00 PM,Petty Theft of Micro Mobility Device,Seventh College,2022‐1792,"Secured electric scooter stolen, loss $750.00",Report Taken
10/13/2022,10/13/2022,2:00 PM ‐ 5:00 PM,Grand Theft of Micro Mobility Device,Seventh College,2022‐1794,"Secured electric bicycle stolen, loss $1,200.00",Report Taken
10/13/2022,10/13/2022,9:00 PM ‐ 11:10 PM,Petty Theft,Library Walk,2022‐1796,"Secured bicycle stolen, loss $300.00",Report Taken
10/13/2022,10/11/2022 ‐ 10/13/2022,6:00 PM ‐ 9:00 AM,Petty Theft ‐ Bicycle,Gilman Dr,T22000297,"Secured bicycle stolen, loss $300.00",Online Report
10/15/2022,10/14/2022,7:30 AM ‐ 3:30 PM,Grand Theft of Micro Mobility Device,Scholars Dr South,2022‐1817,"Secured electric bicycle stolen, loss $950.00",Online Report
10/15/2022,10/15/2022,9:05 PM,Grand Theft of Micro Mobility Device,UCSD Central Campus Bus,2022‐1818,"Secured electric bicycle stolen, loss $400.00",Report Taken
10/17/2022,10/15/2022,11:43 am ‐ 12:30 pm,Petty Theft ‐ Micro Mobility Device,Main Gym,2022‐1823,"Electric bicycle, loss $899.00",Report Taken
10/17/2022,10/17/2022,2:00 pm ‐ 3:00 pm,Petty Theft ‐ Micro Mobility Device,Gilman Parking Structure,2022‐1827,"Electronic scooter, Loss $600.00",Report Taken
10/17/2022,10/17/2022,1:00 pm ‐ 6:35 pm,Petty Theft ‐ Micro Mobility Device,Design & Innovation Bldg ‐ Bike Racks,T22000300,"Electric scooter, $850.00",Online Report
10/18/2022,10/17/2022,10:30 PM,Petty Theft ‐ Micro Mobility Device,RIMAC,T22000302,"Electric scooter, loss $689.00",Online Report
10/18/2022,10/18/2022,8:00 am ‐ 9:20 am,Petty Theft ‐ Micro Mobility Device,Center Hall,T22000304,"Electric scooter, Loss $387.87",Online Report
10/20/2022,10/19/2022,6:30 pm ‐ 8:10 pm,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,2022‐1857,"Electric scooter, loss $599.99",Online Report
10/23/2022,10/22/2022 ‐ 10/23/2022,10:15 PM ‐ 7:00 AM,Petty Theft of Motor Vehicle Theft,Seventh College East,2022‐1876,"Secured electric scooter stolen, loss $600.00",Report Taken
10/24/2022,10/24/2022,1:56 PM,Grand Theft of Micro Mobility Device,Nuevo East ‐ Tierra,2022‐1879,"Secured electric bicycle stolen, loss $1,600.00",Report Taken
10/24/2022,10/24/2022,11:00 AM ‐ 3:00 PM,Petty Theft of Micro Mobility Report,Ladden Hall,2022‐1881,"Secured electric scooter stolen, loss $500.00",Report Taken
10/24/2022,10/24/2022,3:11 PM,Petty Theft,Osler Ln,2022‐1882,"Secured bicycle stolen, loss $250.00",Report Taken
10/24/2022,10/24/2022,9:15 PM,Petty Theft ‐ Bicycle,Price Center,2022‐1886,"Unsecured bicycle stolen, loss $500.00",Report Taken
10/25/2022,10/25/2022,1:30 AM ‐ 2:30 AM,Petty Theft ‐ Bicycle,Russell Lane,2022‐1893,"Secured bicycle stolen, loss $90.00",Online Report
10/25/2022,10/24/2022 ‐ 10/25/2022,7:00 PM ‐ 10:45 AM,Petty Theft of Micro Mobility Device,Mesa Nueva ‐ Artesa,2022‐1889,"Electric bicycle stolen, loss $500.00",Service Provided
10/25/2022,10/25/2022,1:32 PM,Grand Theft ‐ Bicycle,Blacks Beach,2022‐1890,"Stolen bicycle, loss $1,000.00",Report Taken
10/26/2022,10/26/2022,8:30 AM ‐ 9:30 AM,Petty Theft of Micro Mobility Device,Café Ventanas,2022‐1900,"Unsecured electric scooter stolen, loss $300.00",Report Taken
10/26/2022,10/25/2022 ‐ 10/26/2022,5:00 PM ‐ 9:00 AM,Grand Theft ‐ Bicycle,Mesa Nueva,2022‐1902,"Secured bicycle stolen, loss $1,500.00",Report Taken
10/26/2022,10/24/2022 ‐ 10/26/2022,11:50 AM ‐ 12:00 PM,Petty Theft ‐ Bicycle,Conrad Prebys Music Center,2022‐1909,"Stolen bicycle, loss $500.00",Online Report
10/26/2022,10/26/2022,3:45 AM ‐ 6:20 AM,Petty Theft ‐ Bicycle,Regents Rd,2022‐1908,"Secured bicycle stolen, loss $300.00",Online Report
10/26/2022,10/26/2022,9:59 PM,Petty Theft of Micro Mobility Device,Price Center,2022‐1907,"Unsecured electric scooter stolen, loss $790.00",Report Taken
10/27/2022,10/26/2022 ‐ 10/27/2022,8:00 PM ‐ 5:00 AM,Petty Theft ‐ Bicycle,Coast Apartments,2022‐1920,"Secured bicycle stolen, loss $150.00",Online Report
10/27/2022,10/27/2022,2:00 PM ‐ 4:45 PM,Petty Theft,Biomedical Sciences Wy,2022‐1915,"Secured bicycle stolen, loss $442.00",Report Taken
10/27/2022,10/24/2022,6:00 PM ‐ 10:00 PM,Petty Theft ‐ Bicycle,Matthews Apartments,2022‐1916,"Secured bicycle stolen, loss $400.00",Information Only
10/27/2022,10/27/2022,7:07 PM,Petty Theft,Nordstrom Rack,2210270065,Stolen electric scooter,Referred to Other Agency ‐ San Diego Police Department
10/27/2022,10/27/2022,9:16 PM,Grand Theft of Micro Mobility Device,Student Services Center,2022‐1918,"Secured electric bicycle stolen, loss $1,300.00",Report Taken
10/28/2022,10/27/2022 ‐ 10/28/2022,6:00 pm ‐ 8:00 am,Petty Theft ‐ Micro Mobility Device,La Jolla Del Sol,2022‐1959,"Electric Bike, Loss $850.00",Report Taken
10/29/2022,10/29/2022,7:53 PM,Petty Theft,La Jolla Village Dr Shopping Center,2210290062,Stolen scooter,Referred to Other Agency ‐ San Diego Police Department
10/31/2022,10/28/2022 ‐ 10/30/2022,3:00 pm ‐ 10:00 am,Petty Theft ‐ Bicycle,One Miramar St Bldg 3,2022‐1977,"Secured bicycle stolen, loss $900.00",Report Taken
10/31/2022,10/29/2022 ‐ 10/31/2022,12:15 pm ‐ 12:15 pm,Petty Theft ‐ Bicycle,Lion tree Arena,2022‐1979,"Secured bicycle stolen, loss $100.00",Online Report
11/1/2022,11/1/2022,9:00 am ‐ 1:00 pm,Grand Theft ‐ Micro Mobility Device,Charles David Keeling Apts,2022‐1990,"Electric bike, loss $1,000.00",Report Taken
11/1/2022,11/1/2022,6:50 PM,Petty Theft ‐ Micro Mobility Device,Canyon Vista Admin & Dining Facility,22110100563,"Electric scooter, loss $699.00",Report Taken
11/1/2022,11/1/2022,6:59 PM,Grand Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,2022‐1992,"Electric bike, loss $1,200.00",Report Taken
11/1/2022,11/1/2022,9:29 PM,Petty Theft,Geisel Library,2211010061,Reporting party observed unknown male steal bike from bike rack,Gone On Arrival
11/1/2022,11/1/2022,10:03 PM,Grand Theft ‐ Micro Mobility Device,Bistro at The Village East,2022‐1995,"Electric bike, loss $1,000.00",Report Taken
11/2/2022,11/2/2022,7:45 am ‐ 7:55 am,Petty Theft ‐ Micro Mobility Device,Beagle Hall,2022‐2000,"Unsecured electric scooter from outside victim's dorm, loss $855.75",Online Report
11/3/2022,11/2/2022,5:00 pm ‐ 7:00 pm,Petty Theft ‐ Micro Mobility Device,Mesa Verde Hall,T22000324,"Electric scooter, loss $425.00",Online Report
11/3/2022,11/3/2022,7:55 AM,Petty Theft ‐ Micro Mobility Device,Computer Engineering Bldg,T22000325,"Electric scooter, loss $400.00",Online Report
11/4/2022,11/4/2022,2:40 AM ‐ 10:00 AM,Grand Theft of Micro Mobility Device,Gilman and Myers Bus Stop,2022‐2009,"Unsecured electric bicycle stolen, loss $2,000.00",Report Taken
11/4/2022,11/3/2022 ‐ 11/4/2022,12:00 AM ‐ 3:00 PM,Petty Theft ‐ Bicycle,Pepper Canyon Apartments,2022‐2011,"Secured bicycle stolen, loss $99.00",Report Taken
11/4/2022,11/4/2022,2:00 PM ‐ 4:00 PM,Petty Theft of Micro Mobility Device,Center Hall,2022‐2012,"Electric scooter stolen, loss $415.00",Report Taken
11/4/2022,11/3/2022 ‐ 11/4/2022,9:00 PM ‐ 7:50 AM,Petty Theft,Lyman Ln,2022‐2013,"Stolen bicycle seat, loss $30.00",Report Taken
11/5/2022,11/4/2022 ‐ 11/5/2022,6:00 pm ‐ 1:00 pm,Grand Theft ‐ Micro Mobility Device,Price Center ‐ East ‐ Bike Rack,2022‐2016,"Electric bicycle, loss $1,015.00",Report Taken
11/5/2022,11/4/2022 ‐ 11/5/2022,8:30 pm ‐ 3:00 pm,Grand Theft ‐ Micro Mobility Device,Commuter Lounge ‐ Bike Rack,2022‐2017,"Electric scooter, loss $1,030.00",Report Taken
11/6/2022,11/6/2022,9:00 AM ‐ 1:00 PM,Petty Theft of Micro Mobility Device,The Village East,2022‐2026,"Secured electric scooter stolen, loss $430.00",Report Taken
11/6/2022,11/6/2022,8:00 AM ‐ 11:00 AM,Petty Theft ‐ Bike,Pepper Canyon Ln,2022‐2030,"Secured bicycle stolen, loss $150.00",Online Report
11/6/2022,11/6/2022,2:00 PM ‐ 2:05 PM,Petty Theft of Micro Mobility Device,Target,2022‐2027,"Unsecured electric scooter stolen, loss $800.00",Disposition Report Taken
11/7/2022,11/7/2022,8:42 AM,Pretty Theft,Peterson Hall,2022‐2032,"Stolen bicycle, loss $350.00",Report Taken
11/7/2022,11/7/2022,9:50 AM,Petty Theft ‐ Bike,York Hall,2022‐2035,"Secured bicycle stolen, loss $400.00",Report Taken
11/7/2022,11/4/2022 ‐ 11/7/2022,10:00 PM ‐ 9:00 AM,Petty Theft of Micro Mobility Device,Meteor Hall,2022‐2037,"Secured electric scooter stolen, loss $650.00",Report Taken
11/7/2022,11/7/2022,12:55 PM,Petty Theft,Old Town,2211070036,Stolen bicycle,Referred to Other Agency ‐ San Diego Police Department
11/9/2022,11/9/2022,1:28 PM ‐ 1:32 PM,Petty Theft of Micro Mobility Device,Starbucks Coffee,2022‐2052,"Unsecured electric scooter stolen, loss $700.00",Report Taken
11/9/2022,11/8/2022 ‐ 11/9/2022,9:00 PM ‐ 6:00 AM,Petty Theft ‐ Bicycle,Miramar Street,2022‐2057,"Secured bicycle stolen, loss $520.00",Online Report
11/10/2022,11/10/2022,4:59 PM,Report of Petty Theft,"One Miramar St, Bldg 1",2211100072,Reporting party witnessed suspect remove bicycle from wheel that was locked to bike rack,Service Provided
11/11/2022,11/11/2022,10:00 AM ‐ 3:30 PM,Grand Theft of Micro Mobility Device,Lot 017,2022‐2069,"Electric bicycle stolen, loss $1,206.00",Online Report
11/12/2022,11/10/2022,3:00 pm ‐ 9:00 pm,Petty Theft ‐ Micro Mobility Device,Price Center West,2022‐2071,"Electric scooter, Loss $600.00",Report Taken
11/12/2022,11/12/2022,6:07 PM,Report of Petty Theft ‐ Micro Mobility Device,The Village East,2211120045,"Stolen electric scooter, loss $300.00, victim declined to file police report",Service Provided
11/15/2022,11/14/2022,7:30 am ‐ 4:30 pm,Petty Theft ‐ Micro Mobility Device,"Revelle ‐ Housing, Dining & Hospitality Bldg",2022‐2102,"Electric scooter, loss $850.00",Online Report
11/15/2022,11/15/2022,9:40 am ‐ 10:50 am,Petty Theft ‐ Micro Mobility Device,Galbraith Hall,2022‐2103,"Electric scooter, loss $400.00",Online Report
11/15/2022,11/15/2022,11:49 AM,Grand Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,2022‐2095,"Electric scooter, loss $399.00",Report Taken
11/15/2022,11/15/2022,11:05 am ‐ 12:20 pm,Petty Theft ‐ Micro Mobility Device,Center Hall North Bike Rack,2022‐2098,"Electric scooter, loss $310.00",Report Taken
11/15/2022,11/15/2022,11:00 am ‐ 4:00 pm,Grand Theft ‐ Micro Mobility Device,Wells Fargo Hall,2022‐2104,"Electric scooter, loss $2,300.00",Report Taken
11/16/2022,11/16/2022,2:20 pm ‐ 4:00 pm,Petty Theft ‐ Micro Mobility Device,Center Hall,2022‐2114,"Electric scooter, loss $300.00",Report Taken
11/18/2022,11/18/2022,5:00 AM ‐ 10:13 PM,Petty Theft ‐ Bicycle,Lyman Ave,2022‐2142,"Secured bicycle stolen, loss $550.00",Online Report
11/20/2022,11/19/2022 ‐ 11/20/2022,3:00 PM ‐ 10:30 AM,Petty Theft of Micro Mobility Device,La Jolla Del Sol Apartments,2022‐2143,"Secured electric bicycle stolen, loss $646.49",Report Taken
11/20/2022,11/19/2022,6:35 AM,Petty Theft ‐ Bicycle,Charles David Keeling Apartments,2022‐2146,"Secured bicycle stolen, loss $750.00",Online Report
11/20/2022,11/19/2022 ‐ 11/20/2022,8:00 PM ‐ 3:00 PM,Petty Theft of Micro Mobility Device,Pepper Canyon Apartments,2022‐2144,"Secured electric scooter stolen, loss $700.00",Report Taken
11/20/2022,11/20/2022,9:58 PM,Grand Theft of Micro Mobility Device,RIMAC,2211200040,"Secured electric scooter stolen, loss $1,200.00",Report Taken
11/21/2022,11/21/2022,7:45 AM ‐ 7:50 AM,Petty Theft ‐ Bicycle,Argo Hall,2022‐2151,"Secured bicycle stolen, loss $380.00",Online Report
11/21/2022,11/20/2022,11:35 AM ‐ 11:40 AM,Petty Theft ‐ Bicycle,Gilman Dr,2022‐2152,"Secured bicycle stolen, loss $534.00",Online Report
11/21/2022,11/21/2022,11:00 AM ‐ 2:15 PM,Petty Theft of Micro Mobility Device,Geisel Library,2022‐2150,"Secured electric bicycle stolen, loss $800.00",Report Taken
11/21/2022,11/19/2022 ‐ 11/21/2022,7:00 PM ‐ 11:50 AM,Petty Theft of Micro Mobility Device/ Vandalism,Price Center West,2022‐2153,"Secured electric bicycle stolen, loss $420.00",Report Taken
11/21/2022,11/21/2022,12:30 PM ‐ 4:40 PM,Petty Theft of Micro Mobility Device,Price Center,2022‐2154,"Secured electric scooter stolen, loss $414.00",Report Taken
11/21/2022,11/21/2022,6:00 PM ‐ 7:30 PM,Petty Theft,Medical Teaching Facility,2022‐2155,"Stolen bicycle wheel, loss $250.00",Report Taken
11/22/2022,11/22/2022,3:34 AM,Petty Theft,Pepper Canyon Apartments,2022‐2157,Subject seen attempting to cut bicycle locks,Stay Away Order Issued
11/22/2022,11/22/2022,7:00 AM ‐ 12:00 PM,Petty Theft,Mesa Apartments Central,2022‐2164,"Stolen bike trailer, loss $600.00",Report Taken
11/22/2022,11/20/2022 ‐ 11/21/2022,4:50 PM ‐ 9:50 AM,Petty Theft ‐ Bicycle,Miramar St,2022‐2167,"Secured bicycle stolen, loss $600.00",Online Report
11/23/2022,11/17/2022 ‐ 11/22/2022,2:00 PM ‐ 12:00 PM,Petty Theft ‐ Bicycle,Design and Innovation Building,2022‐2171,"Secured bicycle stolen, loss $110.00",Report Taken
11/23/2022,11/21/2022 ‐ 11/22/2022,7:00 AM ‐ 7:15 AM,Petty Theft ‐ Bicycle,Seventh West Building,2022‐2169,"Secured bicycle stolen, loss $200.00",Online Report
11/23/2022,11/23/2022,12:00 PM ‐ 1:15 PM,Petty Theft of Micro Mobility Device,Warren Lecture Hall,2022‐2172,"Secured electric scooter stolen, loss $800.00",Report Taken
11/23/2022,11/23/2022,6:31 PM ‐ 7:10 PM,Petty Theft/ Vandalism,Trolley ‐ Central Campus Stop,2022‐2173,Subject seen attempting to cut a bicycle lock,Stay Away Order Issued
11/26/2022,11/25/2022,9:00 pm ‐ 9:20 pm,Grand Theft ‐ Micro Mobility Device,Price Center / Target,2022‐2183,"Unsecured electric scooter, loss $1,000.00",Online Report
11/27/2022,11/27/2022,3:13 PM,Petty Theft,Mesa Apartments Central,2022‐2187,"Stolen skateboard, loss $300.00",Report Taken
11/28/2022,11/22/2022 ‐ 11/28/2022,2:30 pm ‐ 1:30 pm,Petty Theft ‐ Bicycle,One Miramar St Bldg 1,2022‐2197,"Secured bike stolen, Loss $781.00",Online Report
11/28/2022,11/21/2022 ‐ 11/28/2022,6:00 pm ‐ 2:00 pm,Petty Theft ‐ Bicycle,NTPLL ‐ Catalyst,2022‐2195,"Secured bicycle stolen, Loss $100.00",Report Taken
11/28/2022,11/28/2022,2:00 pm ‐ 11:25 pm,Petty Theft ‐ Bicycle,7th West Tower,2022‐2199,"Secured bicycle stolen, Loss $500.00",Online Report
11/29/2022,11/28/2022 ‐ 11/29/2022,3:30 pm ‐ 9:50 am,Petty Theft ‐ Micro Mobility Device,Challenger Hall,2022‐2203,"Secured electric scooter, loss $649.99",Online Report
11/29/2022,11/27/2022 ‐ 11/28‐2022,8:00 pm ‐ 9:00 pm,Petty Theft ‐ Bicycle,Marshal Lower O Bldg,2022‐2205,"Secured bicycle, loss $150.00",Report Taken
12/1/2022,11/30/2022 ‐ 12/01/2022,10:00 PM ‐ 6:40 PM,Petty Theft,Arts and Humanities,T22000361,"Stolen scooter, loss $300.00",Online Report
12/2/2022,12/2/2022,12:00 AM ‐ 1:00 AM,Petty Theft ‐ Bicycle,Engineering Building,2022‐2235,"Unsecured bicycle stolen, loss $600.00",Online Report
12/3/2022,12/2/2022 ‐ 12/3/2022,10:00 PM ‐ 1:00 AM,Petty Theft,Jacobs Hall,2022‐2235,"Partially secured bicycle stolen from outside bike rack, loss $600",Online Report
12/5/2022,12/4/2022,11:30 AM ‐ 8:20 PM,Petty Theft,Voigt Dr,2022‐2243,"Secured bicycle stolen, loss $150.00",Online Report
12/6/2022,12/6/2022,7:50 AM ‐ 8:25 AM,Petty Theft of Micro Mobility Device,Liontree Arena,2022‐2249,"Secured electric scooter stolen, loss $700.00",Report Taken
12/6/2022,12/5/2022 ‐ 12/6/2022,8:00 PM ‐ 11:30 AM,Petty Theft of Micro Mobility Device,Atlantis Hall,2022‐2255,"Secured electric scooter stolen, loss $700.00",Online Report
12/6/2022,12/6/2022,4:56 PM,Petty Theft,Nuevo West,2022‐2254,"Theft from vehicle, mounted bicycle rack, loss $849.00, damage $30.00",Report Taken
12/7/2022,12/6/2022,12:00 PM ‐ 9:00 PM,Petty Theft ‐ Bicycle,CSE Building,2022‐2261,"Secured bicycle stolen, loss $140.00",Online Report
12/7/2022,12/5/2022 ‐ 12/7/2022,1:55 PM ‐ 1:55 PM,Petty Theft ‐ Bicycle,Geneva Hall,2022‐2262,"Secured bicycle stolen, loss $300.00",Online Report
12/7/2022,12/7/2022,4:00 PM ‐ 10:00 PM,Petty Theft of Micro Mobility Device,Pepper Canyon Hall,T22000638,"Secured electric scooter stolen, loss $400.00",Online Report
12/7/2022,12/7/2022,5:01 PM,Petty Theft,Voigt Dr/ Matthews Ln,2022‐2264,Subject possibly stealing bicycle,Stay Away Order Issued
